timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
412239908,1,1,0,1,0,1,1,0,1,1,1,1,0
412745643,1,1,0,1,0,1,1,0,1,1,1,1,0
413251640,1,1,0,1,0,1,1,0,1,1,1,1,0
413757639,1,1,0,1,0,1,1,0,1,1,1,1,0
414263639,1,1,0,1,0,1,1,0,1,1,1,1,0
414770011,1,1,0,1,0,1,1,0,1,1,1,1,0
415275640,1,1,0,1,0,1,1,0,1,1,1,1,0
415781659,1,1,0,1,0,1,1,0,1,1,1,1,0
416287750,1,1,0,1,0,1,1,0,1,1,1,1,0
416795051,1,1,0,1,0,1,1,0,1,1,1,1,0
417302640,1,1,0,1,0,1,1,0,1,1,1,1,0
417808640,1,1,0,1,0,1,1,0,1,1,1,1,0
418314639,1,1,0,1,0,1,1,0,1,1,1,1,0
418820641,1,1,0,1,0,1,1,0,1,1,1,1,0
419326640,1,1,0,1,0,1,1,0,1,1,1,1,0
419832685,1,1,0,1,0,1,1,0,1,1,1,1,0
420338640,1,1,0,1,0,1,1,0,1,1,1,1,0
420844660,1,1,0,1,0,1,1,0,1,1,1,1,0
421350823,1,1,0,1,0,1,1,0,1,1,1,1,0
421856640,1,1,0,1,0,1,1,0,1,1,1,1,0
422362766,1,1,0,1,0,1,1,0,1,1,1,1,0
422868659,1,1,0,1,0,1,1,0,1,1,1,1,0
423374640,1,1,0,1,0,1,1,0,1,1,1,1,0
423880808,1,1,0,1,0,1,1,0,1,1,1,1,0
424386640,1,1,0,1,0,1,1,0,1,1,1,1,0
424892640,1,1,0,1,0,1,1,0,1,1,1,1,0
425398739,1,1,0,1,0,1,1,0,1,1,1,1,0
425904640,1,1,0,1,0,1,1,0,1,1,1,1,0
426410802,1,1,0,1,0,1,1,0,1,1,1,1,0
426916660,1,1,0,1,0,1,1,0,1,1,1,1,0
427422640,1,1,0,1,0,1,1,0,1,1,1,1,0
427928963,1,1,0,1,0,1,1,0,1,1,1,1,0
428434640,1,1,0,1,0,1,1,0,1,1,1,1,0
428941265,1,1,0,1,0,1,1,0,1,1,1,1,0
429447640,1,1,0,1,0,1,1,0,1,1,1,1,0
429954656,1,1,0,1,0,1,1,0,1,1,1,1,0
430460644,1,1,0,1,0,1,1,0,1,1,1,1,0
430966641,1,1,0,1,0,1,1,0,1,1,1,1,0
431472640,1,1,0,1,0,1,1,0,1,1,1,1,0
431978971,1,1,0,1,0,1,1,0,1,1,1,1,0
432484652,1,1,0,1,0,1,1,0,1,1,1,1,0
432990640,1,1,0,1,0,1,1,0,1,1,1,1,0
433496640,1,1,0,1,0,1,1,0,1,1,1,1,0
434002640,1,1,0,1,0,1,1,0,1,1,1,1,0
434508640,1,1,0,1,0,1,1,0,1,1,1,1,0
